size,threads,run,seconds,mbps,exit_code,stalls
50MB,4,6,80.528233401,.62,0,2
50MB,8,1,32.361121071,1.54,0,0
0
50MB,8,2,30.358033676,1.64,0,0
0
50MB,8,3,18.842307623,2.65,0,0
0
50MB,8,4,15.837478670,3.15,0,0
0
50MB,8,5,16.338253244,3.06,0,0
0
50MB,8,6,23.454798940,2.13,0,1
50MB,16,1,18.841380611,2.65,0,0
0
50MB,16,2,22.447528848,2.22,0,0
0
50MB,16,3,22.548569229,2.21,0,0
0
50MB,16,4,21.346491174,2.34,0,0
0
50MB,16,5,18.845956102,2.65,0,0
0
50MB,16,6,18.340697081,2.72,0,0
0
50MB,32,1,17.842397438,2.80,0,0
0
50MB,32,2,20.344124262,2.45,0,0
0
50MB,32,3,19.842080016,2.51,0,0
0
50MB,32,4,22.246196515,2.24,0,0
0
50MB,32,5,19.344835338,2.58,0,0
0
50MB,32,6,18.544672675,2.69,0,0
0
50MB,64,1,18.844798533,2.65,0,0
0
50MB,64,2,18.840093658,2.65,0,0
0
50MB,64,3,18.343212179,2.72,0,0
0
50MB,64,4,20.744580791,2.41,0,0
0
50MB,64,5,17.941327702,2.78,0,0
0
50MB,64,6,21.344992145,2.34,0,0
0
100MB,1,1,36.966869098,2.70,0,0
0
100MB,1,2,49.885825589,2.00,0,0
0
100MB,1,3,42.773912747,2.33,0,0
0
100MB,1,4,46.381846524,2.15,0,0
0
100MB,1,5,47.378996800,2.11,0,0
0
100MB,4,1,54.390758647,1.83,0,0
0
100MB,4,2,41.773824824,2.39,0,0
0
100MB,4,3,46.881098064,2.13,0,0
0
100MB,4,4,53.789704261,1.85,0,0
0
100MB,4,5,53.506778132,1.86,0,2
100MB,8,1,46.877998555,2.13,0,0
0
100MB,8,2,43.873951009,2.27,0,0
0
100MB,8,3,37.365899211,2.67,0,0
0
100MB,8,4,44.276967834,2.25,0,0
0
100MB,8,5,51.485730520,1.94,0,0
0
100MB,16,1,34.466451730,2.90,0,0
0
100MB,16,2,29.859175685,3.34,0,0
0
100MB,16,3,40.770630741,2.45,0,0
0
100MB,16,4,40.873636538,2.44,0,0
0
100MB,16,5,46.479292075,2.15,0,0
0
100MB,32,1,45.778585495,2.18,0,0
0
100MB,32,2,40.874668480,2.44,0,0
0
100MB,32,3,41.274884990,2.42,0,0
0
100MB,32,4,41.975127077,2.38,0,0
0
100MB,32,5,41.872914364,2.38,0,0
0
100MB,64,1,44.984399113,2.22,0,2
100MB,64,2,31.960234950,3.12,0,1
100MB,64,3,29.359605362,3.40,0,0
0
100MB,64,4,27.869683091,3.58,0,0
0
100MB,64,5,33.361099935,2.99,0,0
0
200MB,1,1,60.203316577,3.32,0,2
200MB,1,2,55.388946686,3.61,0,0
0
200MB,1,3,61.299249041,3.26,0,0
0
200MB,1,4,82.059124928,2.43,0,2
200MB,4,1,51.785628548,3.86,0,0
0
200MB,4,2,49.882217240,4.00,0,0
0
